,Review,Language
133,"Ware unbeschädigt angekommen, da im Koffer/Originalkarton gut verpackt.Gleich beim Auspacken, Funktionstest:- Motor geht, stinkt aber sofort nach Elektrobrand (war den anderen Berichten nach zu erwarten).- Vorwärts-/Rückwärtsrichtung schalten - geht. 1. und 2. Gang geht.- Bohrfutter: war ganz auf, erst zugedreht, alles gut.  Dann aber beim Öffnen geht nicht auf!  fester drangedreht - rattert irgendwas laut drin, sau schwergängig - defekt!Bin nicht mal dazugekommen den Rest auszupacken - zurück in den Karton und zurückgeschickt.Schrott aus Rumänischer ""Herstellung"", da wird der gute Name von Makita einfach ausgeschlachtet.Nach über 10 Jahre zufriedener Nutzung Makita-Geräte sag ich: das war's mit uns Makita!",de
134,"Wieder top! Gewohnte Qualität! Lange gehadert, das vierte Makita 18V Werkzeug, bestimmt nicht das letzte.",de
135,"Super Teil, Preis Leistung Top. Würde es immer wieder kaufen.",de
136,"Die Ingenieure sind vermutlich blind gewesen. Die lustige LED, die zur Beleuchtung dienen soll, ist so schlecht platziert, dass genau der Bereich, der wichtig wäre, im Schatten des Bohrfutters liegt. Also manchmal fragt sich wirklich, ob die Entwickler solcher Sachen ihr Produkt jemals selber in der Hand gehabt haben. Unbegreiflich! Aber ansonsten ein praktischer, guter Schrauber!",de
137,"Hält was sie verspricht, ich würde sie jederzeit wieder kaufen. Selbst die garantieverlängerung hat super geklappt",de
138,Ein sehr guter Akku-Bohrschrauber. Liegt gut in der Hand und sehr leicht. Bin sehr zufrieden. Kann ich nur empfehlen.,de
139,"Soviel Brauch man nicht zu schreiben. 18v sie hat Power! Die mitgelieferten Sachen ( Akku ,Bits und so weiter ) sind alle hochwertig und scheinen auch etwas länger zu halten . Die Rezension war nach ein paar Tagen. Leider kann ich jetzt nach ein ein halb Monaten nichts gutes sagen. Sie ging heute in Rauch auf. Und wurde nicht Mal eine Handvoll genutzt",de
140,"Vorsicht: für leichtere Heimwerkertätigkeiten bestimmt zu gebrauchen, für den Baustelleinsatz sicherlich nicht die richtige Wahl.Grund: Wir wollten eine größere Schraube (Größe 8) aus einem 12er Fichtenbalken herausschrauben.Die Maschine blieb nur  sehr kurz stehen und fing sofort heftig an zu qualmen und zu stinken.Dies war schon die zweite Makita die so den Geist aufgegeben hat.Ich kaufe die Dinger nur noch, da ich eine entsprechende Elektronikversicherung abgeschlossen habe, die ich nach dem Bau wieder kündigen werde. Ansonsten wäre ich schon umgestiegen.",de
141,"Nicht zu empfehlen! Es handelt sich bereits um meine 2. Bestellung. Bei der ersten Bestellung war der Akkuschrsuber defekt. Und jetzt fehlen insgesamt 8!!!!! Bohrer . Ich finde das ist wirklich eine Frechheit. Zumal die Box, in der die Bohrer sind auch schon beschädigt ist und sich nicht mehr so leicht schließen lässt.Ich habe mich an den Herstellen gewendet, allerdings erhalte ich keinerlei antwort oder sonstiges.Bei so einem Preis muss alles passen.Nicht zu empfehlen",de
142,"Tolle Maschine. Mit Licht. Da mein Vorgängermodell mir aus 3 Metern runter gefallen ist und dann nach 8 Jahren kaputt war, habe ich gleich diese bestellt.Sie hat mehr Leistung und ist leichter.Super Gerät für den sensationellen Preis.Die alten Akkus funktionieren auch nach 8 Jahren ohne Leidtungsverlust.Das Handling ist sehr gut da sie kleiner und leichter ist.Bin sehr zufrieden.",de
143,"Ich habe ja schon Makita Maschinen und diese ist auch wieder TOP !  Wurde nicht entäuscht . Mega Kraft zum Schrauben reindrehen und  bohren ! Habe einen 5 Ah Akku dran , damit geht die Post ab :-))  Löcher in die Wand  kein Problem !  >>>>>  klare Kaufempfehlung !  :-))  :-))  :-))  TOP",de
144,Siehr robust und Handlich,de
145,sehr gut,de
146,Kann ich den Schrauber noch zurück geben? Er ist von Oktober 2022 aber noch unbenutzt.. Er eiert total...,de
147,"Der Neue sollte ein Ersatz für den Alten sein, den ich vor ca. 8 Jahren kaufte und sehr intensiv nutzte. Der Alte lief noch, jedoch merkte man ihm das Alter schon an. Ich hätte vom Neuen mehr erwartet. Schon nach ein paar Wochen brannte er durch. Da war ich ehrlich erstaunt. Ein Makita?Eingeschickt und nach knapp 2 Wochen kam er repariert zurück. Bis jetzthält er.",de
148,"Hatte mich für dieses Akkuschrauber entschieden,da mein alter defekt war und ich weder Akkus noch ein Ladegerät brauchte. Leider ist bei diesem Modell das Bohrfutter sehr schwergängig. Ist nicht die Qualität die ich von Makita kenne.",de
149,"Da mein alter Schrauber geklaut wurde brauchte ich Ersatz. Akkus und Ladegerät waren noch da, daher brauchte ich nur das Gerät. Ich habe mich diesmal für einen Schlagbohrschrauber entschieden um noch etwas flexibler zu sein und nicht für jeden Dübel gleich mit Kabeltrommel und Bohrhammer anzurücken.Was soll ich sagen, das Ding macht Löcher. Natürlich ist ein Bohrhammer oder eine Schlagbohrmaschine eine andere Liga, aber für schnell Mal ein Loch ist es sehr praktisch.Ansonsten wie von meinem alten Schrauber gewohnt: Kraftvoll, gut in der Hand, gute Ausdauer...Immer wieder gerne",de
150,"Ich habe den Artikel heute erhalten.Der Artikel wurde nach der Bestellung schnell geliefert. Soweit so gut.Beim Auspacken den Gerätes fiel mir auf, dass es lediglich in eine Tüte geschweißt war und bei näherer Betrachtung der Schraubers sieht es deutlich so aus, dass ich nicht der erste bin der diesen Artikel benutzt. Es sind deutliche Gebrauchsspuren zu sehen. Ich hoffe das Gerät hält dennoch was es verspricht.",de
151,"Sehr kraftvoll und stark. Leider läuft das Borfutter nicht 100% rund, was aber für Löcher in der Wand nicht stören sollte.Für den Heimwerker OK, für Profis eher nicht, ohne Austausch vom Borfutter...Zum Schrauben nehmen wir unsere andere Makita, zum Bohren diese hier.Wer nicht zu viel erwartet wird hier auch nicht enttäuscht.LG",de
152,"Makita, der Name spricht für sich !! Der Schrauber hat eine enorme Kraft auch in kleiner Drehzahl. Handhabung ist wie bei all meinen Makita - Geräten super . Und ein Traum der Akku in Leistung, Verbrauch und aufladen!! Die nächste Maschine ist wieder von Makita.",de
153,"Guter Robuster Schlagbohrschrauber, zügige Lieferung",de
154,"Sehr guter Akkuschrauber, wie ich es von Makita gewohnt bin. Preis Leistung ausgezeichnet. Schnelle Lieferung, Verkäufer kann man nur empfehlen.",de
155,"Bestes Preis-Leistungsverhältnis für einen qualitativ hochwertigen Akku-Bohr-Schlag-Schrauber.3 in 1, was will man mehr...",de
156,Qualität zahlt sich eben aus!,de
157,Promote und schnelle Lieferung sehr gutes Arbeiten mit dem Gerät,de
158,"Top Produkt, Super damit zu arbeiten. Habe lange hin und her überlegt welcher Makita Schrauber es werden soll und bin mir mehr als zufrieden mit meiner Auswahl. Gedacht war er als zweiter Akkuschrauber weil mir das ständige Bitwechseln auf die Eier ging, aber mir wurde sehr schnell klar und bewusst dass ich ein neues Erstgerät habe. Liegt super in der Hand und das Gewicht passt auch. Der Versand ging sehr schnell.",de
159,Hier handelt es sich um einen Nachbau!Der Preis ist passend!Bohrkopf hat etwas spiel macht aber was er soll!Als Schlagschrauber is er nicht geeignet da er zu leicht ist!Aber bei dem Preis würde ich ihn aber qieder kaifen!,de
160,"Ein sehr guter Schrauber, benutze ihn privat als hobby bastler und finde ihn super.Mit der Schlagbohr funktion lassen dich sehr gut löcher in Ziegrlwände bohren, bei beton wirds aber happig. Mit Holz bohren hat er keine Problrme und such schrauben verdänkt er sehr gut. Top preis für top maschiene.",de
161,Für größere Schrauben bei Holzkonstruktionen sehr gut geeignet.,de
162,Mir persönlich gefällt die kurze Form. Liegt sehr ausgewogen in der Hand. Top preis.,de
163,"Verpackung und Lieferung top. Gerät funktioniert einwandfrei. Selbst Löcher in Mauerwerk sind dank Schlagwerk kein Problem. Mit 36/62 Nm Drehmoment sehr kraftvoll. Klare Kaufempfehlung.Mit Zubehör-Akkus und Ladegerät auch zum erschwinglichen Preis, und für 8,90 Euro gibt's den passendenKoffer von Makita dazu (Makita Transportkoffer BDF343 DDF453 BHP453 DHP 453).",de
164,Ich habe erst vor kurzem auf das Makita-System gewechselt und bin mehr als zufrieden. Ich betreibe den Schlagbohrschrauber zusammen mit dem Makita 18V 5.0Ah Akku. Der Schrauber liegt sehr gut in der Hand und fühlt sich griffig und hochwertig an. Tolle Verarbeitung!,de
165,Wunderbar Sehr gut und günstig,de
166,Ideal solution as I already had a Makita impact driver,en
167,Makita ist und bleibt top,de
168,ok,en
169,"Zu schwer, wie kaufen sonst nur Hilti.",de
170,super gerät,de
171,Das Preis leistungs Verhältnis passt hier super. Tolle maschiene toller Preis,de
172,Hat mich richtig positiv überrascht.  Kann man nur empfehlen.,de
173,Makita hält was es verspricht,de
174,"Habe mir diesen Akku-Schlagbohrschrauber als Nachfolger zu meiner alten ""2011er"" Maschine bestellt und bin fasziniert, wie gut das kleinere Modell ist. Deutlich höhere Geschwindigkeiten und mehr Hub im Schlag. Toll...:-)",de
175,"Hele fijne machine, veelzijdig en van goede kwaliteit",nl
176,"Nach kurzem gebrauch, eiert das Bohrfutter, für ein Markenprodukt wie Markita nicht akzeptabel.",de
177,"Habe gute Erfahrung mit Makitageräten, letzter Akkuschrauber hat mir  bei vielen Baustellen profimäßig geholfen ( 5Jahre )",de
178,"Makita  ist  und bleibt  das beste.. diese  Griffiges Kleines Akku Schlagbohrschauber,  werde ich jeder  empfehlen.  das  preis ist hammer  .. in  handel  kosten 105-115 euro.hier 63 euro mit  versand. also  top.",de
179,"                    Die Medien konnten nicht geladen werden.                 Ich habe das Gerät wieder zurück gehen lassen, da ein massives Spiel im Bohrfutter vorgelegen hat.Da mich interessiert hat ob dieses Spiel nur bei meinem Gerät vorkommt oder ein Fehler in der Serie vorliegt habe ich einige Erkundigungen eingeholt.Mein erster Anruf ging an Makita direkt. Der Techniker den ich in der Leitung hatte sagte mir, dass ein zu starkes Spiel für ein neues Gerät ungewöhnlich sein und ich das Gerät am besten wieder zurück geben solle.Der Verkäufer (Netbuy24) zeigte sich kulant und nahm das Gerät zurück, wobei er darauf verwiesen hat, dass das von mir reklamierte Spiel vollkommen normal sei und alle seine Geräte dieses Typs dieses Spiel aufweisen. Dies sei auch so von Makita gewollt, da der Kopf ja beim Schlagbohren mitschwingen müsse.Das hat mich doch sehr stutzig gemacht! Daraufhin bin ich zum örtlichen Makita Händler. Dieser erklärte mir, dass dieses Spiel nicht normal sei und mir exakt das gleiche Gerät ohne dieses Spiel zeigte.Am Besten es macht sich jeder selbst ein Bild und schaut sich das Video an. Für mich sieht das irgendwie nach Qualitätsproblemen aus.....Ich habe mir übrigens jetzt einen DHP 458 zugelegt - der hat nur minimales Spiel im Borhfutter!",de
180,Alles bestens,de
181,alle wie erwartet top,de
182,"Guten Tag, es ist so wie ich es mir vorgestellt habe Maschine in sehr gutem Zustand. Schneller Versand, Preis gut.",de
183,"Gut händelbar, Kraft gut dosierbar, Drehmoment exakt einstellbar, Bohren in Stahl und Beton problemlos.Lange Arbeitszeit mit einem 18V 5AH",de
184,"der Schrauber wurde in Belgien für den Rumänischen Markt gefertigt ,so die Angaben auf dem Geräteschild. Keine Verpackung im Makita Karton und keine Klammer dabei. Diese Angaben fehlen in der Produktbeschreibung.Ich probiere es mal wegen dem günstigen Preis aber da keine Garantieverlängerung möglich ist wird er zum ggf. Wegwerfprodukt.",de
185,Liegt super in der Hand damit macht das arbeiten richtig Spaß,de
186,Preis Leistung Top,de
187,Ist einfach zuverlässig und hat Power mehr kann man nicht sagen. Eben das was man von Makita kennt,de
188,Ein solider Allround Akku Schrauber .Sauberes Laufgeräusche nicht zu laut .Viel Drehmoment welches sich leicht dosieren lässt da 21 Drehmoment Stufen.Schlagbohrfunktion überraschend gut ! Für gelegentliche Bohrungen ausreichend.Getriebe Gang Wahlschalter ist etwas leichtgängig da die rastpunkte kaum spürbar sind bzw fehlen . rastpunkte wären schöner in Sachen Haptik und Wertigkeit.Ansonsten kann ich diesen schlagbohrschrauber nur empfehlen !Viel Spaß damit !,de
189,"Gewohnte Qualität zu moderatem Preis, kann man nur empfehlen",de
190,wie beschrieben,de
191,"Ich hoffe, das Bohrfutter hält besser als bei meiner anderen Maschine. Die musste bereits nach einem knappen Jahr zur Reparatur.",de
192,Mit der Maschine macht man gar nichts falsch! Für den Heimwerker absolut top,de
193,"Gutes Preis Leistungsverhältnis, liegt gut in der Hand ✋",de
194,hat alles geklapt,nl
195,Alles i.o. wie immer bei makita,de
196,Kaufen nur makita  zwar teuer aber lange haltbar,de
197,Für den Preis kann man nicht meckern. Funktionen gut.Mal schauen wie lange.,de
198,"und gerademal ca. 2cm länger als der DDF 456 und das mit Schlagbohrfunktion ... Habe eine Alternative zu meinem alten DHP 453 ( funzt immer noch wie am 1. Tag ) gesucht bzw. wollte einen Bohrer und einen Schrauber gleichzeitig nutzen  ( Sockelleisten, Terreassenbau usw. , der Trend geht ja eher zu einem 3. Gerät *g* ) ... Kraftvolles und souveränes Auftreten des kleinen Kerls im Testlauf ... Bin mir sicher, das er auch jede weitere Aufgabe meistern wird, diese bewältigt er jetzt schon besser als der DHP 453 - daher thumbs up - klare Kaufempfehlung",de
199,"Ist halt MAKITA. Akku von anderen Maschinen kompatibel, darum erhebliche Kostenersparnis.",de
200,Alles super,de
201,im schrauben super beim bohren in holz auch gut aber in beton und stein lieber einen Bohrhammer nehmen ich bin in 3min nur 2 cm tief gekommen,de
202,Also für mich daheim sehr gut zu verwenden.,de
203,"So kann ich mit der einen Bohren, mit der anderen schrauben, ohne erst Bohrer und Bit zu wechseln. Die dritte liegt im Haus statt in der Garage, um mal schnell was damit zu machen (meist Holzschrauben irgendwo rein drehen). Tadellos. Sicherlich sind die teureren auch besser, aber die DHP 482Z ist allemal gut genug für alles und besser als die Billiggeräte vom Discounter. Und: die 18V Akkus von Makitta (oder Zubehör) passen tadellos.Hilft Dir meine Beschreibung? Dann freue ich mich über einen kurzen ""Hilfreich"" Klick!",de
204,Nicht anders zu erwarten einfach nur super immer wieder gerne,de
205,"Top Qualität, schnelle Lieferung und gute Verarbeitung",de
206,Super starker Akkuschrauber mit einer sehr hellen zusatz Leuchte superTeil,de
207,                    Die Medien konnten nicht geladen werden.                 Akku Schreiber macht komische Geräusche und der Kasten Knart und die Bohrer sind schon benutz  Bohrer Kasten verkratz,de
208,Alles wie beschrieben,de
209,"Als erstes.: ich bin wirklich ein Makita Fan! Von Akku Winkelschleifer bis Knieschoner habe ich alles davon.Zum Akkuschrauber selbst.:Wie in anderen Rezensionen schon sehr oft gelesen, hat auch meine Makita ein Spiel im Bohrkopf. Bin gelernter Maschinenschlosser und weiß wovon ich rede. Sorry MAKITA - dies ist wirklich zu viel. Ob Schlagfunktion hin oder her! Ich habe meinen Schrauber nicht zurück gesendet. Sollte es jedoch noch mehr werden bringe ich diesen höchst persönlich nach Rumänien zurück. Dort wird dieser zusammengebaut. Makita besitzt 11 Produktionsstandorte. Ev. Ist der in China doch einmal besser ;0))))War meine Rezension hilfreich? Bitte ein LIKE  Lg Mike",de
210,"100% satisfied with this electric electric drilling machine. With a 5A battery is strong enough to make holes with any drill in any material, including concrete of the walls, wood and plastic. Also, I use to fix screws around and works very well too. If you need a good electric drilling machine, consider this one.",en
211,"Brannte ein wenig, es roch, aber es scheint zu funktionieren.  Noch nicht intensiv genutzt!  Hergestellt in rumänien.  Makita sollte gut sein!",de
212,Top TeilWie immer bei Makita,de
213,"Schlagbohrschrauber so wie beschrieben,  Lieferung originalverpackt . Alles perfekt",de
214,"Für eine Massivdecke oder Massivwand neuerer Bauart ist es nicht zu gebrauchen, aber das wussten die Diebe nicht, die im Keller eingebrochen sind und diese mitgenommen haben.",de
215,Hat nicht funktioniert war kaputt.,de
216,"Super Gerät, kann ich weiterempfehlen.",de
217,Hat unkompliziert und super schnell geklappt.,de
218,Wie alles von makita gute Qualität,de
219,Super. Die Akkulaufzeit ist der Hammer.,de
220,Super vielen Dank,de
221,"Erfüllt generell seinen Zweck. Aber es gibt keine Garantieverlängerung da dieses Gerät nicht off. für den deutschen Markt bestimmt ist. Es handelt sich um einen Re-Import. Allerdings trotzdem eine ""echte"" Makita und kein Dummy. Nur nicht off. für den deutschen Markt bestimmt - und somit auch keine Garantieverlängerung.In Zukunft werde ich darauf achten. Wobei ich zugeben muss - in den letzten 20 Jahren ist mir noch NIE eine Makita-Maschine kaputt gegangen - obwohl sie oft hart ran mussten.",de
222,Schöner Akkuschrauber der sein Geld alle mal wert ist.,de
223,Okay,en
224,Alles Super ...,de
225,Top,en
226,Nach einem Jahr normaler Nutzung bereits kaputt. Verkäufer sieht sich nicht in Gewährleistung wegen Beweislastumkehr. Kundenservice null. Dann tuts ein Billigschrauber direkt über Amazon besser. Da funktioniert die Rückgabe wenigstens anstandslos.,de
227,Super,en
228,Funktioniert perfekt,de
229,Leistungsstark präzise leicht handlichKleine alles Könner bohren Schrauben egal einfach super,de
230,Top Gerät macht was es soll,de
231,Qualität wie bei makita üblich super. Hab die Maschine aber nur 1 mal zum schlagbohren verwendet. Wollte da einen Brimmen Beton deckel bohren. Das Schlagwerk war für den Beton nicht besonders gut geeignet. Denke da ist eine Hilti doch besser. Aber sonst erfüllt die Maschibe ihren zweck.,de
232,"Da ich das ständige Umspannen von Schrauber Bits und Bohrern leid war, hab ich mir zusätzlich zu meinem bereits vorhandenem 18 V Akkuschrauber den DHP 482 Z bestellt. Er ist sehr kraftvoll beim Schrauben. Ich hab damit die Radmuttern meiner Winterräder angeschraubt und musste nur kurz mit dem Drehmomentschlüssel (120 Nm) nachziehen. Ein 6 mm Dübel-Loch in eine Kalksandsteinwand war in der Schlagbohrstellung ebenfalls kein Problem. Er ist kompakt und liegt sehr gut in der Hand.",de
233,Makita ist für mich das Beste,de
234,"Ich habe verschiedene Makita Werkzeuge im Einsatz von 10,8 bis zu 18V und arbeite zu 90% wenn es ums Schrauben und Bohren geht mit einer DHP453. Da diese aber immer mehr die Rolle des Tausendsassas übernehmen muss, wollte ich jetzt ein Gerät, was ich nur für meine Holzwerk-Projekte nutzen will und um die Schrauben bei diesen Verbindungen eindrehen zu können.Das Gerät arbeitet Leistungstärker als die DHP was sicherlich dem Planetengetriebe geschuldet ist.Ich würds wieder kaufen.",de
235,Perfekt,de
236,"Ein Akkuschrauber mit ordentlichem Drehmoment , kurze Bauform passt gut überall mit rein, mit 1,5 ah Akkus etwas durstig geht aber, schließlich muss die Kraft ja irgendwo herkommen. Ich bereite den Schrauber mit 5 ah Akkus dann geht richtig was, der Schauder scheint meiner Meinung nach auch so konstruiert zu sein, da er mit den großen Akkus gut austariert ist .",de
237,Sehr gut,de
238,Super Bohrmaschine mit schlagbohr einstellung funktioniert super . Ist Empfehlenswert.,de
239,"Das Geräte wurde von mir ca. 1-mal pro Woche verwendet. D.h. es ist also nicht nur im Schrank gestanden, aber das entspricht auch bei weitem keiner Verwendung eines Handwerkers.Das Bohrfutter hatte von Anfang an Spiel, dies wurde mit der Zeit aber auch deutlich schlimmer. Auch hat das Gerät zuletzt Probleme bekommen den „Gang“ richtig reinzubekommen.Ein 25€ Akku-Schrauber von Bosch den ich nun schon 5 Jahre habe und in etwa gleich beansprucht wird funktioniert noch problemlos.Auf der positiven Seite ist das der Schrauber gut in der Hand liegt und durchzugsstark ist, das hilft aber nicht, wenn das Ding nach 2 Jahren kaputt ist. Ich hoffe mal das war nur ein Problem von diesem Gerät ...",de
240,"Super stark, hat sehr gute Kraft",de
241,Mein 2.tes Gerät als Schlagbohrer. Richtig gut und durchzugsstark. Ersetzt nicht den Hilti aber im KS-Stein oder sonstigem Mauerwerk nehme ich den hier. Richtig harter Beton ist nicht für das Teil gedacht.,de
242,Funktioniert einwandfrei,de
243,Super Teil. Stark genug für den ambitionierten Heimwerker und Bastler.Ob Holz oder Ziegelwand alles kein Problem. Bei Stahlbeton wird eher ein Bohrhammer gebraucht ist aber logisch.Plastikgehause macht einen Wertingen Eindruck und die Gummierung schützt den schrauber vor Stößen.Metall Clip ist groß und praktisch so wie das Licht welche ganz nett langsam ab dimmt beim ausgehen.Super Teil,de
244,"... wie schon in anderen Rezensionen erwähnt,- bin ich im Fensterbau tätig, dass Gerät ist stark, robust und empfehlenswert,  lange Lebensdauer.",de
245,Preis-Leistungsverhältnis,de
246,Borfutter wacklig Qualität lässt zu wünschen,de
247,"Nach 2 Jahren Hausbau kann ich mit Fug und Recht behaupten, dass der Akkuschrauber jeden Cent wert ist.Er wurde nicht geschont und wirklich beansprucht. Aber es läuft tatsächlich noch alles so wie am ersten Tag, ich bin sehr zufrieden!",de
248,Super wie immer gerne wieder,de
249,"Nach 30 10er Löcher bleibt das Futter stehen und der Motor deht weiter. Wen man ihn braucht verläste er einen. Habe auf der Arbeit schon viele Akkus gehabt Hilti Milwaukee Panasonic usw. aber das ist noch nie passiert. Was soll man dazu noch sagen, Ankerschaden nach halbstündigen gebrauch bin mal gespannt wie lange es dauer biss ich einen neuen bekomme da ich ihn dringent brauche. Ausserdem ist das Licht nicht zu gebrauchen da es nicht auf die Spitze sodern auf das Bohrfutter leuchtet. Ist das keinem ausser mir aufgefallen? Das ist ja noch nicht mal bei einem billigem Bosch der Fall. Ist jetzt schon die vierte Maschine von Makita aber mit sicherheit auch die letzte die alten waren besser verarbeitet.Da verzichte ich lieber auf Li on besser eine vernünftige Maschine. Zwei sterne wegen der Hohen Drehzahlen beim Bohren.",de
250,"Der Akkuschrauber erfüllt bei allen arbeiten (Bohren, Schlagbohren, Schrauben) alle Erwartungen.Mal sehen wie er arbeitet wenn er länger gebraucht wurde.",de
251,Sehr schnelle Lieferung und genau was wir erwartet haben,de
252,Gut gerne wieder,de
253,Nach 6 Monate noch immer top,de
254,"Da die Lieferung sehr schlecht war, nur 2 Sterne. Kauf über Amazon war o. k., Gerät auch o. k., wie beschrieben. Aber, das Paket wurde mit DHL geliefert. Der Bote hat es vorn an der Fahrstraße, am Hinterrad eines Fahrzeugs abgestellt. Nur, das Kfz. gehört mir nicht. Info das geliefert wurde gab es auch nicht. Glück gehabt, dass es nicht geklaut wurde.",de
255,schnelle und zuverlässige Lieferung. Immer wieder gerne.,de
256,Alles bestens!!!!,de
257,"Preis Leitung passt, schönes Geschenk.Schön schwer, Metallfutter wirkt stabil. Macht einen wertigen Eindruck.",de
258,Wow. Richtiger schneller versandt. Wir sind begeistert von der makita,de
259,Bohrschrauber ist ok aber er Eiert wenig,de
260,Wie gewohnt gute Qualität,de
261,Super,en
262,Einwandfrei. Hat richtig Power! Da geht was da ist die Maus im Loch,de
263,Das ist meine zweite Akkuschrauber von Makita. Ich finde ihn sehr handlich und stark. Ich ihn nur weiterempfehlen!,de
264,absolut ausreichend er hat gut dampf im Getriebe sprich er ist ziemlich kräftig unterwegs und schraubt/fräst was das zeug hält :-) die Schlagfunktion nutze ich zwar selten aber wenn ich sie mal brauche klappt auch dieses einwandfrei bis jetzt nichts zu beanstanden würde ich jederzeit wieder kaufen,de
265,"Super Gerät, schnell geliefert, meine Erwartung von dem Schrauber haben sich bestättigt, sogar ein kleines Licht an der Front, nicht Lebenswichtig aber nettes Detail.Schaltet sich aoto ein u. aus.",de
266,"Bei dieser Marke erwartet man ein PRÜFUNG vor Versand !!! NIE WIEDER MAKITA, sinnloser Rücksendeaufwand wie ZEIT und GELD Verschwendung um das Paket in Coronazeiten EXTRA auf die Post zu fahren!!!!  TRAUIG TRAUIG das darf nicht passieren.",de
267,Leider nach etwas über 2 Jahren wieder defekt... diesmal musste ich mir einen neuen kaufen,de
268,Alles lief super und Makita ist einfach gut.,de
269,"Das Bohrfutter hat einen extremen unrunden lauf! Löcher werden zwangsläufig grösser als gewünscht! Schrauben rein-/rausdrehen fast nicht möglich, da diese zerstört werden. Auch das gelieferte Ersatzgerät hat den gleichen Mangel! So etwas hab ich von MAKITA nicht erwartet!!!",de
270,Artikel wie beschrieben. Hat alles geklappt.,de
271,"Sehr handlich und nicht zu schwer.  Top Gerät, wie alles von Makita.  Mir kommt keine andere Marke als Markita mehr in die Werkstatt.",de
272,Lässt sich nur schwer Bedienen... Bohrer.Stufenbohrer usw.,de
273,"Das was bestellt wurde, ist auch geliefert worden.Power der Fa. Makita schlecht hin.Das kleine Kraftpacket.Da Bestell ich gerne wieder und der Versand super schnell.",de
274,gute Qualität,de
275,"Besitzern von Makita-Geräten muss man nichts vob diesem erklären. Es ist Handwerker-Qualität und nicht billiger Baumarkt-Trödel. Bei diesem Gerät war für mich ausschlaggebend, dass auch eine Schlagbohrer-Eigenschaft vorhanden ist. Akkus passen wie gewohnt auch von anderen Makita-Geräten.",de
276,"Für den Preis ? Immer wieder.Keine Transportkiste anbei, brauche ich auch nicht . Ich hab den Accuschrauber sowieso immer in der Werkstatt griffbereit liegen.Schlagbohren ,in einer Steinwand mit 6mm, geht besser wie meine 230V AEG-Maschine.",de
277,Gerät ist kaputtVermutlich Lagerschaden,de
278,"Diese Maschine kann alles, das meine DHP458 auch kann ! Sie ist aber wesentlich leichter , kleiner und handlicher . Als zweit oder Heimwerker Maschine unbedingt zu entfehlen !!!!!!",de
279,Schmutziger Schrauber mit gebrauchsspuren. Wollte sicher kein gebrauchtgerät. Gebrauchsanweisung nur in englisch. Ich rate ab von diesem Anbieter,de
280,Zu früh kaputt,de
281,Der Akkuschrauber ist gut verarbeitet. Was mich jedoch stört ist das radiale Spiel in der Welle bzw. am Spannfutter. Hätte ich bei Makita nicht erwartet.Werde Sie trotzdem behalten da es keine Einschränkungen gibt beim Bohren.,de
282,Sehr gutes Teil,de
283,Perfekt.,de
284,Wie immer top,de
285,Bei diesen Anbieter nicht zu empfehlen. Ich habe extra nicht die billigsten Anbieter genommen und bei diesen Preis geglaubt eine einwandfrei Maschine zu bekommen. Entweder werden hier B - Ware verkauft oder Makita hat bei der Qualität total nachgelassen.Die Maschine läuft nicht sauber. Ein absolutes Unding.,de
286,Achtung! Motor schon nach wenigen Bearbeitungen durchgebrannt!! Wurde nicht als Garantiefall anerkannt!!,de
287,Für den preis Top!Nur bisserl schwach aber reicht für hausarbeiten vollkommend!,de
288,Gewohnte Makita Qualität muss man nicht viel zu sagen.Doch wer überlegt sich ein neuen zukaufen sollte sich auf jede fall die Bürstenlosen Modelle angucken.,de
289,zeer goed,nl
290,"Die lieferung war sehr schnell , und ich bin sehr zufrieden",de
291,Wie immer makita und dieses Gerät sind der Hammer und das zu diesem Preis,de
292,Leider sind beide Geräte die ich bestellt habe Ausgeschlagen auch nach kurzen Betriebsehr schade,de
293,Habe ein Loch für eine Steckdose damit gebohrt und das Teil fing an zu rauchen und zu schmelzen. Entweder kein Original oder Fehlproduktion !,de
294,Mein Mann wollte ihn. Er bekam ihn. Er vergibt 5 Sterne!Er hat Kraft! Super Preis-Lwsitungsverhältnis!,de
295,Toller preis,de
296,Der Bohrer wurde bei se-shop24 bestellt. Der Bohrer war nicht orginal verpackt und defekt.Musste ihne zurücksenden und das Porto selber bezahlen.War nervig.,de
297,"Nichts anderes gewohnt, super Qualität!",de
298,Also das ist ein Fake Makita extreme Vibrationen und Funkenflug Bremse macht Geräusche und wird selbst im Leerlauf viel zu warm.,de
299,Super,en
300,"Nach dem 2. Gebrauch innerhalb von 2 Wochen fing die Maschine an Heiß zu werden und es kommt Qualm, sowie ein stark nach Kabel verkohlter Geruch aus dem Gerät. Außerdem ließ die Leistung stark nach. Ich muss deshalb die Bohrmaschine zurücksenden. Das hätte ich von Makita nicht gedacht! Ich versuche es deshalb mit dem nächst teureren Makita Produkt.",de
301, Makita halt...,et
302,"Nach 5 mal im Einsatz leider kaputt dreht durch und schraubt keine Schraube mehr ins Holz , deswegen leider nur ein Stern , hab mehrer Marita der alten Generation die leben Immernoch",de
303,"liegt super in der Hand, nicht zu schwer und rockt die Arbeit. Nutze Makita gewerblich und alles auf Akku.Hier genügen auch locker die 3AH Akkus",de
304,"Typisch Makita, tolle Maschine",de
